stop_u,stop_v,max_c_weekday,min_c_weekday,max_c_weekend,min_c_weekend
"Tat Chee Avenue,  Opposite Tower 18,  Parc Oasis","Tat Chee Avenue,  Opposite Tower 5,  Parc Oasis",285.0,256.5,285.0,256.5
"Tat Chee Avenue,  Opposite Tower 5,  Parc Oasis","Grandeur Road,  Outside Grandeur Villa",142.5,142.5,142.5,142.5
"Grandeur Road,  Outside Grandeur Villa","Lung Chu Street,  Opposite The Salvation Army Tai Hang Tung Social Centre",142.5,142.5,142.5,142.5
"Lung Chu Street,  Opposite The Salvation Army Tai Hang Tung Social Centre","Tai Hang Tung Road,  Outside Tung Hoi House,  Tai Hang Tung Estate",142.5,142.5,142.5,142.5
"Tai Hang Tung Road,  Outside Tung Hoi House,  Tai Hang Tung Estate","Woh Chai Street,  Opposite Man Lok House,  Tai Hang Sai Estate",142.5,142.5,142.5,142.5
"Woh Chai Street,  Opposite Man Lok House,  Tai Hang Sai Estate","Woh Chai Street,  Opposite Ming Yin College",285.0,256.5,285.0,256.5
"Woh Chai Street,  Opposite Ming Yin College","Berwick Street,  Outside Shek Kip Mei Market",285.0,256.5,285.0,256.5
"Woh Chai Street,  Outside Ming Yin College","Tai Hang Tung Road,  Outside Nam On House,  Nam Shan Estate",142.5,142.5,142.5,142.5
"Tai Hang Tung Road,  Outside Nam On House,  Nam Shan Estate",Grandeur Road near Parc Oasis Road,142.5,142.5,142.5,142.5
Grandeur Road near Parc Oasis Road,"Tat Chee Avenue,  Outside Jockey Club Environmental Building",142.5,142.5,142.5,142.5
"Tat Chee Avenue,  Outside Jockey Club Environmental Building","Tat Chee Avenue,  Ground Floor Of The Festival Walk",285.0,256.5,285.0,256.5
"Tat Chee Avenue,  Opposite Tower 5,  Parc Oasis","Tat Chee Avenue,  near Tseuk Kiu Street",142.5,114.0,142.5,114.0
"Tat Chee Avenue,  near Tseuk Kiu Street","Tat Chee Avenue,  Outside Chinese Rhenish Church",142.5,114.0,142.5,114.0
"Tat Chee Avenue,  Outside Chinese Rhenish Church","Tai Hang Tung Road,  Outside Tung Moon House,  Tai Hang Tung Estate",142.5,114.0,142.5,114.0
"Tai Hang Tung Road,  Outside Tung Moon House,  Tai Hang Tung Estate","Woh Chai Street,  Opposite Man Lok House,  Tai Hang Sai Estate",142.5,114.0,142.5,114.0
"Woh Chai Street,  Outside Ming Yin College","Tai Hang Tung Road,  Outside Concordia Lutheran Church & School",142.5,114.0,142.5,114.0
"Tai Hang Tung Road,  Outside Concordia Lutheran Church & School","Tai Hang Tung Road,  Opposite Tai Hang Tung Recreation Ground",142.5,114.0,142.5,114.0
"Tai Hang Tung Road,  Opposite Tai Hang Tung Recreation Ground","Tat Chee Avenue,  near Dianthus Road",142.5,114.0,142.5,114.0
"Tat Chee Avenue,  near Dianthus Road","Tat Chee Avenue,  near Peony Road",142.5,114.0,142.5,114.0
"Tat Chee Avenue,  near Peony Road","Tat Chee Avenue,  near Begonia Road",142.5,114.0,142.5,114.0
"Tat Chee Avenue,  near Begonia Road","Tat Chee Avenue,  near Parc Oasis Road",142.5,114.0,142.5,114.0
"Tat Chee Avenue,  near Parc Oasis Road","Tat Chee Avenue,  Outside Jockey Club Environmental Building",142.5,114.0,142.5,114.0
"Yu Chau West Street,  Outside Hang Fat Industrial Building",Castle Peak Road near Tsap Fai Street,159.6,159.6,133.0,133.0
Castle Peak Road near Tsap Fai Street,"Hing Wah Street,  Outside Wo Hing Building",45.6,45.6,19.0,19.0
"Hing Wah Street,  Outside Wo Hing Building","Po On Road,  Outside So Uk Estate",45.6,45.6,19.0,19.0
"Po On Road,  Outside So Uk Estate","Po On Road,  Outside Lee Cheng Uk Estate Commercial Complex",45.6,45.6,19.0,19.0
"Po On Road,  Outside Lee Cheng Uk Estate Commercial Complex","Tonkin Street,  Outside Tonning Mansion",45.6,45.6,19.0,19.0
"Tonkin Street,  Outside Tonning Mansion","Castle Peak Road,  Outside Kim Sing Commercial Building",45.6,45.6,19.0,19.0
"Castle Peak Road,  Outside Kim Sing Commercial Building","Castle Peak Road,  Outside Celebrity Commercial Centre",45.6,45.6,19.0,19.0
"Castle Peak Road,  Outside Celebrity Commercial Centre","Berwick Street,  Outside Mei Shan House,  Shek Kip Mei Estate",45.6,45.6,19.0,19.0
"Berwick Street,  Outside Mei Shan House,  Shek Kip Mei Estate","Nam Cheong Street,  Opposite Shek Kip Mei Market",45.6,45.6,19.0,19.0
"Nam Cheong Street,  Opposite Shek Kip Mei Market","Woh Chai Street,  Outside Block 23,  Shek Kip Mei Estate",45.6,45.6,19.0,19.0
"Woh Chai Street,  Outside Block 23,  Shek Kip Mei Estate","Pak Wan Street,  Outside On Tin House,  Pak Tin Estate",45.6,45.6,19.0,19.0
"Pak Wan Street,  Outside On Tin House,  Pak Tin Estate","Pak Wan Street,  Outside Block 9,  Pak Tin Estate",45.6,45.6,19.0,19.0
"Pak Wan Street,  Outside Block 9,  Pak Tin Estate","Pak Wan Street,  Outside Pak Tin Estate Bus Terminus",45.6,45.6,19.0,19.0
"Pak Wan Street,  Outside Pak Tin Estate Bus Terminus","Pak Wan Street,  Opposite Cheung Tin House,  Pak Tin Estate",45.6,45.6,19.0,19.0
"Pak Wan Street,  Opposite Cheung Tin House,  Pak Tin Estate","Chak On Road,  Outside Lai Chak House,  Chak On Estate",45.6,45.6,19.0,19.0
"Chak On Road,  Outside Lai Chak House,  Chak On Estate","Castle Peak Road,  Outside Wing Shing Building",45.6,45.6,19.0,19.0
"Castle Peak Road,  Outside Wing Shing Building",Un Chau Street No.133,45.6,45.6,19.0,19.0
Un Chau Street No.133,Camp Street near Un Chau Street,45.6,45.6,19.0,19.0
Camp Street near Un Chau Street,"Po On Road,  Outside Po Hei Court",45.6,45.6,19.0,19.0
"Po On Road,  Outside Po Hei Court","Po On Road,  Outside Po Fook House,  Po Lai Court",45.6,45.6,19.0,19.0
"Po On Road,  Outside Po Fook House,  Po Lai Court","Yu Chau West Street,  Outside Hang Fat Industrial Building",45.6,45.6,19.0,19.0
"Tsing Chuen Wai Road,  Tsing Chuen Wai","Ng Lau Road,  outside Fortess Garden",87.69230769,76.0,87.69230769,76.0
"Ng Lau Road,  outside Fortess Garden","Ng Lau Road,  opposite Tuen Tsz Wai",87.69230769,76.0,87.69230769,76.0
"Ng Lau Road,  opposite Tuen Tsz Wai","Ng Lau Road,  opposite Hanison Garden",87.69230769,76.0,87.69230769,76.0
"Ng Lau Road,  opposite Hanison Garden",Siu Hong Station North Public Transport Interchange,87.69230769,76.0,87.69230769,76.0
Siu Hong Station North Public Transport Interchange,"Tsing Lun Road,  outside Siu Lai House of Siu Hong Court",87.69230769,76.0,87.69230769,76.0
"Tsing Lun Road,  outside Siu Lai House of Siu Hong Court","Tsing Lun Road,  outside Siu Yin House of Siu Hong Court",657.69230769,202.6666667,657.69230769,202.6666667
"Tsing Lun Road,  outside Siu Yin House of Siu Hong Court","Tuen Mun Hospital,  Outside Hospice Day Centre",87.69230769,76.0,87.69230769,76.0
"Tuen Mun Hospital,  Outside Hospice Day Centre","Tsing Chung Koon Road,  outside Hospice Day Centre of Tuen Mun Hospital",87.69230769,76.0,87.69230769,76.0
"Tsing Chung Koon Road,  outside Hospice Day Centre of Tuen Mun Hospital","Tsing Chung Koon Road,  Outside Affluence Garden Commercial Complex",87.69230769,76.0,87.69230769,76.0
"Tsing Chung Koon Road,  Outside Affluence Garden Commercial Complex","Tsun Wen Road,  Outside Ma Ko Pan Memorial College",87.69230769,76.0,87.69230769,76.0
"Tsun Wen Road,  Outside Ma Ko Pan Memorial College","Tsun Wen Road,  outside Tai Hing Government Offices",87.69230769,76.0,87.69230769,76.0
"Tsun Wen Road,  outside Tai Hing Government Offices","Tsun Wen Road,  outside Crown Data Centre",182.69230769,152.0,182.69230769,152.0
"Tsun Wen Road,  outside Crown Data Centre","Tsun Wen Road,  Outside Tuen Mun District Headquarters & Division Police Station",87.69230769,76.0,87.69230769,76.0
Tuen Mun Station Public Transport Interchange,"Tuen Shun Street,  outside Block 4 of Tuen Mun Town Plaza",277.69230769,238.8571429,277.69230769,238.8571429
"Tsun Wen Road,  Outside Hing Wai House of Tai Hing Estate","Tsing Chung Koon Road,  opposite Properland House of Affluence Garden",87.69230769,76.0,87.69230769,76.0
"Tsing Chung Koon Road,  opposite Properland House of Affluence Garden","Tsing Chung Koon Road,  Opposite Tuen Mun Hospital Quarter",87.69230769,76.0,87.69230769,76.0
"Tsing Chung Koon Road,  Opposite Tuen Mun Hospital Quarter","Tsing Chung Koon Road,  opposite Hospice Day Centre of Tuen Mun Hospital",87.69230769,76.0,87.69230769,76.0
"Tsing Chung Koon Road,  opposite Hospice Day Centre of Tuen Mun Hospital","Tuen Mun Hospital,  Outside Hospice Day Centre",87.69230769,76.0,87.69230769,76.0
"Tuen Mun Hospital,  Outside Hospice Day Centre","Tsing Lun Road,  outside Kei Lun Light Rail Station",87.69230769,76.0,87.69230769,76.0
"Tsing Lun Road,  outside Kei Lun Light Rail Station","Tsing Lun Road,  opposite Siu Kei House of Siu Hong Court",87.69230769,76.0,87.69230769,76.0
"Tsing Lun Road,  opposite Siu Kei House of Siu Hong Court","Tsing Chuen Wai Road,  Tsing Chuen Wai",87.69230769,76.0,87.69230769,76.0
"Ho Pong Street,  Outside Tuen Mun San Hui Market","Tuen Mun Heung Sze Wui Road,  Outside Tai Hing Building",702.02564102,562.69230769,702.02564102,562.69230769
"Tuen Mun Heung Sze Wui Road,  Outside Tai Hing Building","Tuen Mun Heung Sze Wui Road,  Outside Tuen Mun Trend Plaza",500.33333333,380.0,500.33333333,380.0
"Tuen Mun Heung Sze Wui Road,  Outside Tuen Mun Trend Plaza","Tuen Mun Heung Sze Wui Road,  Outside Tuen Mun Town Hall",437.0,342.0,437.0,342.0
"Tuen Mun Heung Sze Wui Road,  Outside Tuen Mun Town Hall","Tuen Hing Road,  Outside Yan Oi Polyclinic",437.0,342.0,437.0,342.0
"Tuen Hing Road,  Outside Yan Oi Polyclinic","Castle Peak Road-Castle Peak Bay,  Outside Block 1,  Handsome Court",702.02564102,562.69230769,702.02564102,562.69230769
"Castle Peak Road-Castle Peak Bay,  Outside Block 1,  Handsome Court","Castle Peak Road-Castle Peak Bay,  Outside Block 9,  Handsome Court",437.0,342.0,437.0,342.0
"Castle Peak Road-Castle Peak Bay,  Outside Block 9,  Handsome Court","Castle Peak Road-Castle Peak Bay,  Outside Harvest Garden",437.0,342.0,437.0,342.0
"Castle Peak Road-Castle Peak Bay,  Outside Harvest Garden","Castle Peak Road-Castle Peak Bay,  Opposite The Salvation Army Sam Shing Chuen Lau Ng Ying School",614.33333333,475.0,614.33333333,475.0
"Castle Peak Road-Castle Peak Bay,  Outside Perowne Camp","Castle Peak Road- So Kwun Wat,  opposite HK Gold Coast Marina Magic Shopping Mall",500.33333333,380.0,500.33333333,380.0
"Castle Peak Road- So Kwun Wat,  opposite HK Gold Coast Marina Magic Shopping Mall","So Kwun Wat Road,  So Kwun Wat Tsuen",285.0,228.0,285.0,228.0
"So Kwun Wat Road,  So Kwun Wat Tsuen","Castle Peak Road- So Kwun Wat,  outside HK Gold Coast Marina Magic Shopping Mall",142.5,114.0,142.5,114.0
"Castle Peak Road- So Kwun Wat,  outside HK Gold Coast Marina Magic Shopping Mall","Castle Peak Road-Castle Peak Bay,  Outside Hong Kong Gold Coast Phase 1",437.0,342.0,437.0,342.0
"Castle Peak Road-Castle Peak Bay,  Outside Hong Kong Gold Coast Phase 1","Castle Peak Road-Castle Peak Bay,  Outside Cafeteria Old Beach Car Park",437.0,342.0,437.0,342.0
"Castle Peak Road-Castle Peak Bay,  Outside Cafeteria Old Beach Car Park","Castle Peak Road-Castle Peak Bay,  opposite Seaview Garden",437.0,342.0,437.0,342.0
"Castle Peak Road-Castle Peak Bay,  opposite Seaview Garden","Castle Peak Road-Castle Peak Bay,  Opposite Castle Peak Bay Garden",437.0,342.0,437.0,342.0
"Castle Peak Road-Castle Peak Bay,  Opposite Castle Peak Bay Garden","Castle Peak Road-Castle Peak Bay,  outside Moon Yu House of Sam Shing Estate",551.0,437.0,551.0,437.0
"Castle Peak Road-Castle Peak Bay,  outside Moon Yu House of Sam Shing Estate","Castle Peak Road - Castle Peak Bay,  outside CSBS Mrs. Aw Boon Haw Secondary School",551.0,437.0,551.0,437.0
"Castle Peak Road-Castle Peak Bay,  Outside Block 8,  Chi Lok Fa Yuen","Castle Peak Road-Castle Peak Bay,  Outside Come On Building",702.02564102,562.69230769,702.02564102,562.69230769
"Castle Peak Road-Castle Peak Bay,  Outside Come On Building","Tuen Hing Road,  Outside Tuen Mun Government Secondary School",702.02564102,562.69230769,702.02564102,562.69230769
"Tuen Hing Road,  Outside Tuen Mun Government Secondary School","Tuen Mun Heung Sze Wui Road,  outside Town Centre Light Rail Station",638.69230769,524.69230769,638.69230769,524.69230769
"Tuen Mun Heung Sze Wui Road,  outside Town Centre Light Rail Station",Tuen Mun Station Public Transport Interchange,638.69230769,524.69230769,638.69230769,524.69230769
Tuen Mun Station Public Transport Interchange,"Ho Pong Street,  Outside Tuen Mun San Hui Market",702.02564102,562.69230769,702.02564102,562.69230769
"So Kwun Wat Road,  So Kwun Wat Tsuen","Ka Wo Li Hill Road,  Tuen Mun Nim Wan Tsuen",142.5,114.0,142.5,114.0
"Ka Wo Li Hill Road,  Tuen Mun Nim Wan Tsuen","Castle Peak Road- So Kwun Wat,  outside HK Gold Coast Marina Magic Shopping Mall",294.5,228.0,294.5,228.0
"Tuen Mun Heung Sze Wui Road,  Outside Tai Hing Building","Tuen Mun Heung Sze Wui Road,  outside Tuen Mun Trend Plaza",201.69230769,182.69230769,201.69230769,182.69230769
"Tuen Mun Heung Sze Wui Road,  outside Tuen Mun Trend Plaza","Tuen Mun Heung Sze Wui Road,  Outside Tuen Mun Central Bus Terminus",201.69230769,182.69230769,201.69230769,182.69230769
"Tuen Mun Heung Sze Wui Road,  Outside Tuen Mun Central Bus Terminus","Tuen Hing Road,  Outside Yan Oi Polyclinic",265.02564102,220.69230769,265.02564102,220.69230769
"Castle Peak Road-Castle Peak Bay,  Outside Block 1,  Handsome Court","Castle Peak Road-Castle Peak Bay,  Outside Harvest Garden",265.02564102,220.69230769,265.02564102,220.69230769
"Castle Peak Road-Castle Peak Bay,  Opposite The Salvation Army Sam Shing Chuen Lau Ng Ying School","Castle Peak Road-Castle Peak Bay,  outside Castle Peak Bay Garden",114.0,95.0,114.0,95.0
"Castle Peak Road-Castle Peak Bay,  outside Castle Peak Bay Garden","Tsing Yung Street,  outside Seaview Garden",114.0,95.0,114.0,95.0
"Tsing Yung Street,  outside Seaview Garden","Tsing Yung Street,  Outside Block 1,  Tsing Yung Terrace",114.0,95.0,114.0,95.0
"Tsing Yung Street,  Outside Block 1,  Tsing Yung Terrace","Tsing Yung Street,  Outside Tuen Mun Court",114.0,95.0,114.0,95.0
"Tsing Yung Street,  Outside Tuen Mun Court","Castle Peak Road-Castle Peak Bay,  Opposite Castle Peak Bay Garden",114.0,95.0,114.0,95.0
"Tuen Mun Heung Sze Wui Road,  Outside Tuen Mun Trend Plaza","Tuen Mun Heung Sze Wui Road,  Outside Tuen Mun Central Bus Terminus",63.33333333,38.0,63.33333333,38.0
Castle Peal Road-outside Castle Peak Bay Garden,"Castle Peak Road-Castle Peak Bay,  outside Seaview Garden",63.33333333,38.0,63.33333333,38.0
"Castle Peak Road-Castle Peak Bay,  outside Seaview Garden","Castle Peak Road-Castle Peak Bay,  outside Castle Peak Bay Immigration Centre",63.33333333,38.0,63.33333333,38.0
"Castle Peak Road- So Kwun Wat,  opposite HK Gold Coast Marina Magic Shopping Mall","Castle Peak Road- So Kwun Wat,  outside Kar Wo Seaview Garden",139.33333333000002,95.0,139.33333333000002,95.0
"Castle Peak Road-Tai Lam,  opposite CSD Married Staff Quarters","Siu Lam Road,  outside Block 1 of Poseidon Coast",63.33333333,38.0,63.33333333,38.0
"Siu Lam Road,  outside Block 1 of Poseidon Coast",Siu Lam Psychiatric Centre,126.66666666,76.0,126.66666666,76.0
Siu Lam Psychiatric Centre,"Tai Lam Chung Road,  opposite Customs and Excise Training School",63.33333333,38.0,63.33333333,38.0
"Tai Lam Chung Road,  opposite Customs and Excise Training School","Tai Lam Chung Road,  outside Tai Tam Chung Tsuen",63.33333333,38.0,63.33333333,38.0
"Tai Lam Chung Road,  outside Tai Tam Chung Tsuen",Tuen Mun Road Interchange,63.33333333,38.0,63.33333333,38.0
Tuen Mun Road Interchange,"Siu Lam Road,  outside Block 1 of Poseidon Coast",63.33333333,38.0,63.33333333,38.0
Siu Lam Psychiatric Centre,"Castle Peak Road-Tai Lam,  Outside Tai Lam Chung Police Quarters",63.33333333,38.0,63.33333333,38.0
"Castle Peak Road-Tai Lam,  Outside Tai Lam Chung Police Quarters","Castle Peak Road-Tai Lam,  near Tsing Fat Street",63.33333333,38.0,63.33333333,38.0
"Castle Peak Road-Tai Lam,  near Tsing Fat Street","Castle Peak Road-Tai Lam,  Outside Peridot Court",63.33333333,38.0,63.33333333,38.0
"Castle Peak Road-Tai Lam,  Outside Peridot Court","Castle Peak Road-So Kwun Wat,  Outside Tower 6,  Hong Kong Gold Coast",63.33333333,38.0,63.33333333,38.0
"Castle Peak Road-So Kwun Wat,  Outside Tower 6,  Hong Kong Gold Coast","Castle Peak Road-So Kwun Wat,  Outside Hk Gold Coast Marina Magic Shopping Malll",63.33333333,38.0,63.33333333,38.0
"Castle Peak Road-So Kwun Wat,  Outside Hk Gold Coast Marina Magic Shopping Malll","Castle Peak Road-Castle Peak Bay,  Outside Cafeteria Old Beach Car Park",63.33333333,38.0,63.33333333,38.0
"Castle Peak Road-Castle Peak Bay,  Outside Cafeteria Old Beach Car Park","Castle Peak Road-Castle Peak Bay,  Opposite Castle Peak Garden",63.33333333,38.0,63.33333333,38.0
"Castle Peak Road-Castle Peak Bay,  Opposite Castle Peak Garden","Castle Peak Road-Castle Peak Bay,  outside Moon Yu House of Sam Shing Estate",63.33333333,38.0,63.33333333,38.0
"Castle Peak Road-Castle Peak Bay,  outside Moon Yu House of Sam Shing Estate","Castle Peak Road-Castle Peak Bay,  Opposite Sam Shing Temple",63.33333333,38.0,63.33333333,38.0
"Castle Peak Road-Castle Peak Bay,  Opposite Sam Shing Temple","Castle Peak Road-Castle Peak Bay,  Outside Tower 1,  Jc Place",63.33333333,38.0,63.33333333,38.0
"Castle Peak Road-Castle Peak Bay,  Outside Tower 1,  Jc Place","Castle Peak Road-Castle Peak Bay,  Outside Block 8,  Chi Lok Fa Yuen",63.33333333,38.0,63.33333333,38.0
"Tuen Hing Road,  Outside Tuen Mun Government Secondary School","Tuen Mun Heung Sze Wui Road,  Opposite Tuen Mun Trend Plaza",63.33333333,38.0,63.33333333,38.0
"Tuen Mun Heung Sze Wui Road,  Opposite Tuen Mun Trend Plaza",Tuen Mun Station Public Transport Interchange,63.33333333,38.0,63.33333333,38.0
"Castle Peak Road-Castle Peak Bay,  Outside Harvest Garden",Sam Shing Bus Terminus,87.69230769,87.69230769,87.69230769,87.69230769
Sam Shing Bus Terminus,"Siu Hing Lane,  Outside Pok Oi Hospital Tuen Mun Nursing Home",87.69230769,87.69230769,87.69230769,87.69230769
"Siu Hing Lane,  Outside Pok Oi Hospital Tuen Mun Nursing Home","Castle Peak Road - Castle Peak Bay,  outside CSBS Mrs. Aw Boon Haw Secondary School",87.69230769,87.69230769,87.69230769,87.69230769
"Fung Ha Road,  Outside Hiu Fung House","Fei Tsui Road,  near Sui Man Lane",228.0,76.0,228.0,76.0
"Fei Tsui Road,  near Sui Man Lane",Chai Wan Station Bus Terminus,228.0,76.0,228.0,76.0
Chai Wan Station Bus Terminus,"Fei Tsui Road,  near Sui Man Lane",228.0,76.0,228.0,76.0
"Fei Tsui Road,  near Sui Man Lane","Fung Ha Road,  Outside Hiu Fung House",228.0,76.0,228.0,76.0
Yan Cheung Road outside the Coronation,Mongkok (Park Avenue) Terminus,285.0,76.0,285.0,76.0
Mongkok (Park Avenue) Terminus,Portland Street near Yau Ma Tei Station,285.0,76.0,285.0,76.0
Portland Street near Yau Ma Tei Station,"Hoi Wang Road,  Outside Block 10,  Charming Garden",285.0,76.0,285.0,76.0
"Hoi Wang Road,  Outside Block 10,  Charming Garden",Yan Cheung Road outside the Coronation,285.0,76.0,285.0,76.0
Yan Cheung Road outside the Coronation,Portland Street near Yau Ma Tei Station,285.0,76.0,285.0,76.0
Portland Street near Yau Ma Tei Station,"Hoi Wang Road,  Outside Block 3 Charming Garden",570.0,152.0,570.0,152.0
"Hoi Wang Road,  Outside Block 3 Charming Garden",Mongkok (Park Avenue) Terminus,855.0,228.0,855.0,228.0
Mongkok (Park Avenue) Terminus,No.312 Shanghai Street,570.0,152.0,570.0,152.0
No.312 Shanghai Street,"Kansu Street,  Outside Yau Ma Tei Market",285.0,76.0,285.0,76.0
"Kansu Street,  Outside Yau Ma Tei Market",Yan Cheung Road near Ferry Street,570.0,152.0,570.0,152.0
Yan Cheung Road near Ferry Street,"Hoi Wang Road,  Outside Block 3 Charming Garden",570.0,152.0,570.0,152.0
Mongkok (Park Avenue) Terminus,"Cherry Street,  Public Light Bus Terminus Outside Olympian City Phase Ii",285.0,76.0,285.0,76.0
"Cherry Street,  Public Light Bus Terminus Outside Olympian City Phase Ii","Hoi Wang Road,  Outside Block 10,  Charming Garden",285.0,76.0,285.0,76.0
"Hoi Wang Road,  Outside Block 10,  Charming Garden","Hoi King Street,  Outside Hkbc Centre Tower 1",285.0,76.0,285.0,76.0
"Hoi King Street,  Outside Hkbc Centre Tower 1",Portland Street near Yau Ma Tei Station,285.0,76.0,285.0,76.0
Portland Street near Yau Ma Tei Station,"Hoi King Street,  Outside Hkbc Centre Tower 3",285.0,76.0,285.0,76.0
"Hoi King Street,  Outside Hkbc Centre Tower 3",No.312 Shanghai Street,285.0,76.0,285.0,76.0
