stop_u,max_c_weekday,min_c_weekday,max_c_weekend,min_c_weekend
"Sha Tsui Road,  Outside Tai Wo Hau Factory Estate",1045.0,641.96969693,1045.0,649.56969693
"Sha Tsui Road,  Opposite Lady Trench Polyclinic",304.0,160.63636359999998,304.0,160.63636359999998
"Hong Shing Street,  Opposite Block B,  Kornhill",152.0,102.6,152.0,102.6
"Greig Road,  Outside Block 5,  Nam Fung Sun Chuen",380.0,178.6,314.8571429,178.6
"King^s Road,  Outside Cityplaza I",76.0,45.6,76.0,45.6
Shau Kei Wan Road No.21A,76.0,45.6,76.0,45.6
Shau Kei Wan Road No.65,76.0,45.6,76.0,45.6
Shau Kei Wan Road No.151-153,76.0,45.6,76.0,45.6
Shau Kei Wan Road No.269,76.0,45.6,76.0,45.6
Shau Kei Wan Road No.301,76.0,45.6,76.0,45.6
Shau Kei Wan Road No.407-409,76.0,45.6,76.0,45.6
Factory Street No.13,76.0,45.6,76.0,45.6
"Mong Lung Street,  Perfect Mount Gardens",76.0,45.6,76.0,45.6
Mong Lung Street No. 2,76.0,45.6,76.0,45.6
Shau Kei Wan Road No.418,76.0,45.6,76.0,45.6
Shau Kei Wan Road No.322,76.0,45.6,76.0,45.6
Shau Kei Wan Road No.192,76.0,45.6,76.0,45.6
Shau Kei Wan Road No.134,76.0,45.6,76.0,45.6
Shau Kei Wan Road No.100,76.0,45.6,76.0,45.6
Shau Kei Wan Road No.54,76.0,45.6,76.0,45.6
"Kornhill Road,  Sai Wan Terrace access road",76.0,45.6,76.0,45.6
"Kornhill Road,  Korhill Plaza (South) Taikoo Station",76.0,45.6,76.0,45.6
King^s Road No.1064,76.0,45.6,76.0,45.6
"Greig Road Southbound,  At About 25m South Of King^s Road",152.0,102.6,152.0,102.6
"Greig Road,  Opposite Block 3,  Nam Fung Sun Chuen",380.0,178.6,314.8571429,178.6
"Greig Road,  Outside Block 6,  Nam Fung Sun Chuen",380.0,178.6,314.8571429,178.6
Kornhill Block J,152.0,102.6,152.0,102.6
Kornhill Block F,152.0,102.6,152.0,102.6
Yuen Long Merchants^ Association Primary School,304.0,152.0,304.0,152.0
"Hung Shun Road,  near Symphony Garden",114.0,76.0,114.0,76.0
Opposite Ying Yin Catholic Primary School,114.0,76.0,114.0,76.0
Tan Kwei Tsuen Road near Hung Shun Road,114.0,76.0,114.0,76.0
Castle Peak Road near Tai Tao Tsuen,114.0,76.0,114.0,76.0
Castle Peak Road near Imperial Villas Phase 2,114.0,76.0,114.0,76.0
"Castle Peak Road-Ping Shan,  Outside Yung Yuen Road",171.0,133.0,171.0,133.0
"Castle Peak Road-Yuen Long,  Outside Chek Wing Court",481.33333333,296.56521739,481.33333333,296.56521739
"Hong Pak Path,  Outside Block A,  Mount Parker Lodge",228.0,76.0,162.8571429,76.0
King^s Road outside Cityplaza,228.0,76.0,162.8571429,76.0
No.1094 King^s Road,228.0,76.0,162.8571429,76.0
"Greig Road,  Opposite Parkvale",228.0,76.0,162.8571429,76.0
"Lung Ping Road,  Outside Beacon Heights",76.0,76.0,76.0,76.0
"Ying Ping Road,  Outside Dynasty Heights",76.0,76.0,76.0,76.0
"Greig Road,  Outside Block 3,  Nam Fung Sun Chuen",76.0,57.0,76.0,57.0
King^s Road No. 888,76.0,57.0,76.0,57.0
Model Lane,76.0,57.0,76.0,57.0
Tsat Tsz Mui Road No. 160,76.0,57.0,76.0,57.0
Tsat Tsz Mui Road No. 116-122,76.0,57.0,76.0,57.0
"Marble Road,  Outside Wah Lai Mansion",76.0,57.0,76.0,57.0
Opposite No. 136 Java Road,76.0,57.0,76.0,57.0
Java Road near Healthy Street East,76.0,57.0,76.0,57.0
opposite Hong Kong Funeral Home,76.0,57.0,76.0,57.0
King^s Road No.873,76.0,57.0,76.0,57.0
King^s Road No.965A,76.0,57.0,76.0,57.0
King^s Road No.991,76.0,57.0,76.0,57.0
"Tai Fung Street,  Outside Tsui Wah House",57.0,38.0,57.0,38.0
"Ping Ha Road,  outside Century Centre",120.33333333,87.56521739,120.33333333,87.56521739
Sheung Cheung Wai,183.66666666,137.13043478,183.66666666,137.13043478
"Ping Ha Road,  Outside Tin Shui Wai Station - Hang Mei Tsuen Exit",240.66666666000003,175.13043478,240.66666666000003,175.13043478
"Lau Fau Shan Interchange,  Outside Rural Committee",316.66666666000003,232.13043477999997,297.66666666000003,232.13043477999997
Pak Nai,114.0,76.0,114.0,76.0
Long Chuk Hang,114.0,76.0,114.0,76.0
"Nim Wan Road,  Near Ha Pak Nai",57.0,38.0,57.0,38.0
Lau Fau Shan Bus Terminus,57.0,38.0,57.0,38.0
"Ping Ha Road,  Opposite Ha Tsuen Shi",329.33333333,220.56521739,291.33333333,220.56521739
"Ping Ha Road,  opposite to Century Centre",120.33333333,87.56521739,120.33333333,87.56521739
No.36 Tung Lok Street,120.33333333,87.56521739,120.33333333,87.56521739
"Fung Shing Street,  Outside Hill Top Gardens",427.5,305.3571429,427.5,305.3571429
"Fung Shing Street,  Outside King Shan Court",427.5,305.3571429,427.5,305.3571429
"Fung Shing Street,  Near Po Kong Village Road",570.0,447.8571429,570.0,447.8571429
"No. 182 Po Kong Village Road,",427.5,305.3571429,427.5,305.3571429
"Po Kong Village Road,  Outside School Village",142.5,142.5,142.5,142.5
"Po Kong Village Road,  Outside Fung Chuen Court",427.5,305.3571429,427.5,305.3571429
Lung Poon Street northbound outside Lung Poon Court,142.5,142.5,142.5,142.5
"Fung Tak Road,  Opposite Fung Tak Estate",142.5,142.5,142.5,142.5
"Po Kong Village Road,  Outside Fu Yau Building",427.5,305.3571429,427.5,305.3571429
"Po Kong Village Road,  Near Po Ying Lane",142.5,142.5,142.5,142.5
"Po Kong Village Road,  Near Po Leung Lane",142.5,142.5,142.5,142.5
"Hong Shing Street,  Outside Block B Kornhill",570.0,190.0,570.0,190.0
"Hong On Street,  Kornhill Plaza (South)",570.0,190.0,570.0,190.0
"Po Kong Village Road,  Near Tsz Wan Shan Road",285.0,162.8571429,285.0,162.8571429
"Po Kong Village Road,  Outside Po Kong Village Road Indoor Games Hall",285.0,162.8571429,285.0,162.8571429
"Ching Tak Street,  Outside Lung Hing House,  Lower Wong Tai Sin Estate",411.6666667,238.8571429,411.6666667,238.8571429
"Tung Tau Tsuen Road,  Outside Lung Chi House,  Lower Wong Tai Sin Estate",285.0,162.8571429,285.0,162.8571429
"Shatin Pass Road,  Outside Block 1,  Wong Tai Sin Police R. & F. Quarters",665.0,276.8571429,665.0,276.8571429
"Po Kong Village Road,  Near Po Ming Building",285.0,162.8571429,285.0,162.8571429
"Po Kong Village Road,  Outside Che Wah Building",285.0,162.8571429,285.0,162.8571429
"Po Kong Village Road,  Outside Man Fung Building",285.0,162.8571429,285.0,162.8571429
"Po Kong Village Road,  Outside C.C.C. Heep Wok College",285.0,162.8571429,285.0,162.8571429
"Po Kong Village Road,  Outside Diamond Hill Crematorium",285.0,162.8571429,285.0,162.8571429
"Fung Shing Street,  Outside Hong Kong Sea Cadet Corps",285.0,162.8571429,285.0,162.8571429
"Fung Shing Street,  Opposite Sheung Kung Hui Kei Sum Primary School",285.0,162.8571429,285.0,162.8571429
"Tai Fung Street,  Outside Kam Wah House",57.0,57.0,57.0,57.0
Kut Cheung Building,57.0,57.0,57.0,57.0
"Castle Peak Road-Ping Shan,  Outside Long Bin Interim Housing Area",57.0,57.0,57.0,57.0
"Ping Ha Road,  Outside Century Centre",57.0,57.0,57.0,57.0
"Ping Ha Road,  Outside Ping Shan Enterprise",57.0,57.0,57.0,57.0
"Ping Ha Road Northbound Bus Stop,  Near Hang Mei Tsuen",57.0,57.0,57.0,57.0
"Ping Ha Road,  Outside Ylpmsaa Tang Siu Tong Secondary School",57.0,57.0,57.0,57.0
"Ping Ha Road Southbound Bus Stop,  Near Hang Mei Tsuen",57.0,57.0,57.0,57.0
"Ping Ha Road,  Opposite Ping Shan Enterprise",57.0,57.0,57.0,57.0
"Ping Ha Road,  Opposite Century Centre",57.0,57.0,57.0,57.0
"Castle Peak Road-Yuen Long,  Outside Yuen Long Catholic Secondary School",57.0,57.0,57.0,57.0
"Castle Peak Road-Yuen Long,  Outside Yuen Long Plaza",57.0,57.0,57.0,57.0
No.17 Tung Lok Street,57.0,57.0,57.0,57.0
361 San Wai,76.0,38.0,57.0,38.0
"Tin Yiu Road,  Outside Tin Shing Shopping Centre",76.0,38.0,57.0,38.0
"Tin Wu Road,  near Sherwood Court",133.0,95.0,114.0,95.0
"Tin Shui Road,  Outside Tin Shui Commercial Complex",76.0,38.0,57.0,38.0
Man Tak Road,152.0,76.0,114.0,76.0
Sha Kong Wai,152.0,76.0,114.0,76.0
"Tin Shui Road Southbound,  Opposite Lamp Post No.fa6518",76.0,38.0,57.0,38.0
"Tin Wu Road,  Outside Yiu Shing House,  Tin Yiu Estate",76.0,38.0,57.0,38.0
"Yiu Man House,  Tin Yiu Road",76.0,38.0,57.0,38.0
TIN SHING COURT (Bus Stop),76.0,38.0,57.0,38.0
"Sau Lai Street,  Outside Hiu Lai Complex",456.0,285.0,456.0,285.0
"Hiu Kwong Street,  Opposite Hiu Shun House,  Hiu Lai Court",370.5,256.5,370.5,256.5
Hip Wo Street,741.0,513.0,741.0,513.0
"Yue Man Square,  Outside Yue Man Mansion",484.5,332.5,484.5,332.5
Hiu Kwong Street,370.5,256.5,370.5,256.5
Sau Mau Ping (Upper) Bus Terminus,522.5,399.0,522.5,399.0
"Choi Hei Road,  Outside Choi Yuet House,  Choi Ha Estate",190.0,142.5,190.0,142.5
"Jordan Valley North Road,  Opposite Block P,  Amoy Garden",190.0,142.5,190.0,142.5
"Ngau Tau Kok Road,  Outside Ngau Tau Kok Complex",304.0,199.5,304.0,199.5
"Ngau Tau Kok Road,  Outside Block 2,  Lotus Tower",342.0,237.5,342.0,237.5
"Ngau Tau Kok Road,  Outside Kentlum Mansion",190.0,142.5,190.0,142.5
"Hong Lee Road,  Opposite Kwun Tong Kwong Yum Home For The Aged",304.0,218.5,304.0,218.5
"Hong Lee Road,  Outside St. Catherine^s School For Girls Kwun Tong",304.0,218.5,304.0,218.5
"Ngau Tau Kok Road,  Opposite Block 2,  Lotus Tower",304.0,199.5,304.0,199.5
"On Tak Road,  Opposite Ngau Tau Kok Caritas Centre",190.0,142.5,190.0,142.5
"Jordan Valley North Road,  Outside Block P,  Amoy Garden",190.0,142.5,190.0,142.5
"Tai Fung Street,  Outside Tai Fung House",63.33333333,49.56521739,63.33333333,49.56521739
Mong Tseng Wai,126.66666666,99.13043478,126.66666666,99.13043478
"Deep Bay Road,  Near Sha Kiu Tsuen",126.66666666,99.13043478,126.66666666,99.13043478
"Deep Bay Road,  Near Tsim Bei Tsui",63.33333333,49.56521739,63.33333333,49.56521739
Tai Sang Wai Rural Committee,228.0,152.0,228.0,152.0
Trappist Dairy,342.0,228.0,342.0,228.0
H.K. And Macau Lutheran Church Wong Chan Sook Ying Memorial School,342.0,228.0,342.0,228.0
Fairview Park,342.0,228.0,342.0,228.0
Man Yuen Chuen,342.0,228.0,342.0,228.0
Royal Camellia,342.0,228.0,342.0,228.0
Greenery Gardens,342.0,228.0,342.0,228.0
YOHO Mall II,855.0,619.69230769,855.0,619.69230769
Merry Garden,323.0,228.0,323.0,228.0
Pok Wai,1007.0,722.0,1007.0,722.0
Yau San Street,855.0,619.69230769,855.0,619.69230769
Wing Kei Tsuen,437.0,304.0,437.0,304.0
Tai Tong Road,741.0,532.0,741.0,532.0
Fung Kat Heung,741.0,532.0,741.0,532.0
On Tat Square,741.0,532.0,741.0,532.0
Sha Po Tsuen,855.0,608.0,855.0,608.0
Tai Kiu Tsuen,228.0,152.0,228.0,152.0
Hung Mo Kiu,855.0,608.0,855.0,608.0
Yuen Long (Fook Hong Street) Public Light Bus Terminus,969.0,684.0,969.0,684.0
Yeung Uk Tsuen,418.0,304.0,418.0,304.0
Kuk Ting Street,323.0,228.0,323.0,228.0
Yuen Long Station,579.5,391.69230769,579.5,391.69230769
Tung Shing Lei,323.0,228.0,323.0,228.0
Mo Fan Heung,532.0,380.0,532.0,380.0
Long Ha,532.0,380.0,532.0,380.0
Ap Lei Chau Drive outside Sham Wan Towers,76.0,38.0,38.0,38.0
Lei Tung Estate Road outside Lei Tung Estate Bus Terminus,76.0,38.0,38.0,38.0
Yi Nam Road outside Marina Square,76.0,38.0,38.0,38.0
Wan Tsuen Road,95.0,76.0,95.0,76.0
Yau Tam Mei Village Office,380.0,304.0,380.0,304.0
The Vineyard,380.0,304.0,380.0,304.0
San Wai Tsuen,722.0,532.0,722.0,532.0
Wai Chai Tsuen,380.0,304.0,380.0,304.0
Sheung Chuk Yuen (Ma Kung Pavilion),722.0,532.0,722.0,532.0
Yau Tam Mei San Tsuen,380.0,304.0,380.0,304.0
Meister House,209.0,152.0,209.0,152.0
Tsz Wan Shan (North) (Bus Stop),285.0,76.0,142.5,76.0
No.62 Sheung Fung Street,855.0,304.0,712.5,304.0
No.32-34 Sheung Fung Street,855.0,304.0,712.5,304.0
"Fung Tak Road,  Outside Fire Station",855.0,304.0,712.5,304.0
Wong Tai Sin Station,855.0,304.0,712.5,304.0
"Ming Fung Street,  Opposite Peter^s House",855.0,304.0,712.5,304.0
"Sheung Fung Street,  Outside St. Bonaventure College",855.0,304.0,712.5,304.0
"Sheung Fung Street,  Opposite Lok Shing House,  Tsz Lok Estate",855.0,304.0,712.5,304.0
"Wai Wah Street,  layby outside Tsz Wan Shan Shopping Centre",380.0,152.0,380.0,152.0
"Tsz Wan Shan Road,  Outside Tak Oi Secondary School",190.0,76.0,190.0,76.0
"Yuk Wah Street,  near Yuk Wah Crescent",190.0,76.0,190.0,76.0
"Chuk Yau Road,  Near Ngau Tam Mei",228.0,152.0,228.0,152.0
Chuk Yuen Vegetable Station,342.0,228.0,342.0,228.0
"Wing Chuk Street,  Outside Cheung Yuen House,  Chuk Yuen North Estate",570.0,114.0,570.0,114.0
"Wing Chuk Street,  Outside Pak Yuen House,  Chuk Yuen North Estate",570.0,114.0,570.0,114.0
"Chuk Yuen Road,  Outside Chuk Yuen Indoor Games Hall",902.5,335.6666667,902.5,335.6666667
"Fung Tak Road,  near Fire Station",570.0,114.0,570.0,114.0
Shatin Pass Road. Outside Former Upper Wong Tai Sin Estate,570.0,114.0,570.0,114.0
"Chuk Yuen Road,  Opposite Chuk Yuen Indoor Games Hall",902.5,335.6666667,902.5,335.6666667
"Wing Chuk Street,  Opposite Pak Yuen House,  Chuk Yuen North Estate",570.0,114.0,570.0,114.0
Kung Um,228.0,142.5,228.0,142.5
Lung Tin Tsuen,456.0,285.0,456.0,285.0
"Ma Tin Road,  Outside Tse King House (Stage I)",228.0,142.5,228.0,142.5
"Fung Cheung Road Public Light Bus Terminus,  Outside Fung Kam Street Indoor Recreation Centre",836.0,560.79230769,836.0,560.79230769
"Hop Yick Road,  Outside Kam Tong Building",228.0,142.5,228.0,142.5
"Kau Yuk Road,  Outside Hing Fat House",228.0,142.5,228.0,142.5
"Yue On Court Road,  Outside Choi On House",162.8571429,114.0,162.8571429,114.0
Lei Tung Estate Bus Terminus,401.7142858,304.0,401.7142858,304.0
"Tung Yip House, Lei Tung Estate",162.8571429,114.0,162.8571429,114.0
Hong Kong True Light College,162.8571429,114.0,162.8571429,114.0
"Aberdeen Praya Road,  Ocean Court",162.8571429,114.0,162.8571429,114.0
"Nam Ning Street,  Outside Hoi Wun Court",504.8571429,323.0,390.8571429,323.0
"Aberdeen Main Road,  Yip Yee Mansion",162.8571429,114.0,162.8571429,114.0
"Tung Yip House,  Lei Tung Estate Road",162.8571429,114.0,162.8571429,114.0
"Yue On Court Road,  Opposite Choi On House",38.0,38.0,38.0,38.0
"Tung Yip House,  Lei Tung Estate",38.0,38.0,38.0,38.0
opposite to True Light College,38.0,38.0,38.0,38.0
"Yip Kan Street,  Wong Chuk Hang Road",570.0,228.0,542.8571429,228.0
"Sungib Industrial Centre,  Wong Chuk Hang Road",380.0,171.0,380.0,171.0
Aberdeen Tunnel Toll Plaza,342.0,133.0,314.8571429,133.0
"Morrison Hill Road,  Leighton Road",646.0,294.5,551.0,278.6666667
"Leighton Centre, Leighton Road",646.0,294.5,551.0,278.6666667
"Bonaventure House,  Leighton Road",646.0,294.5,551.0,278.6666667
"Caroline Centre,  Pennington Street",646.0,294.5,551.0,278.6666667
"Causeway Road,  Outside Victoria Park",38.0,38.0,38.0,38.0
Tin Hau Public Transport Interchange,38.0,38.0,38.0,38.0
Opposite house no. 38 Hing Fat Street,38.0,38.0,38.0,38.0
"Top Glory Tower,  Gloucester Road",114.0,114.0,114.0,114.0
"Wong Chuk Hang Road,  Aberdeen Sports Ground",570.0,228.0,542.8571429,228.0
No.36 Wong Chuk Hang Road,959.5,617.5,902.5,577.6
True Light College,38.0,38.0,38.0,38.0
"Tung Yip House, Lei Tung Estate Road",38.0,38.0,38.0,38.0
Lok Fu Centre Public Light Bus Terminus,380.0,285.0,380.0,285.0
"Tung Tau Tsuen Road,  Near Junction Road",380.0,285.0,380.0,285.0
"Tung Tau Tsuen Road,  Outside Mei Tung House,  Mei Tung Estate",380.0,285.0,380.0,285.0
"Tung Lung Road,  Outside Pak Tung House",380.0,285.0,380.0,285.0
"Choi Hung Road,  Near Yin Hing Street",380.0,285.0,380.0,285.0
"Tai Shing Street,  Outside Kei Tak Primary School",380.0,285.0,380.0,285.0
"Fu Mei Street,  outside Wang On House",380.0,285.0,380.0,285.0
"Fu Mei Street,  near Fu Keung Street",380.0,285.0,380.0,285.0
"Wang Tau Hom Central Road,  Outside Lok Fu Centre",380.0,285.0,380.0,285.0
"Pui Man Street,  outside Bishop Ford Memorial School",190.0,142.5,190.0,142.5
"Po Lo Che Road,  Near Its Junction With Pak Kong Au Road",285.0,114.0,285.0,114.0
"Nam Shan Tsuen Road,  Near Nam Shan",142.5,57.0,142.5,57.0
Stanley Village,228.0,114.0,228.0,114.0
"Carmel Road,  outside Stanley Plaza",494.0,199.5,399.0,183.6666667
"Cape Road,  Outside Chun Ma House",722.0,294.5,627.0,278.6666667
"Cape Road,  Outside Koon Ma House",722.0,294.5,627.0,278.6666667
"Cypresswaver Villas,  Cape Road",722.0,294.5,627.0,278.6666667
"Stanley Beach Road,  Stanley Village Road",114.0,57.0,114.0,57.0
"Stanley Gap Road Interchange,  Stanley Gap Road",228.0,114.0,228.0,114.0
"opposite to Chung Hom Kok Fire Station,  Chung Hom Kok Road",494.0,199.5,399.0,183.6666667
"Hacienda,  Repulse Bay Road",836.0,351.5,741.0,335.6666667
Stanley Gap Road,228.0,114.0,228.0,114.0
"Wilson Trail,  Stanley Gap Road",228.0,114.0,228.0,114.0
"Deepdene,  Island Road",1558.0,646.0,1368.0,614.3333334
"Deep Water Bay,  Island Road",1558.0,646.0,1368.0,614.3333334
"The Hong Kong Country Club,  Island Road",1558.0,646.0,1368.0,614.3333334
"Wong Nai Chung Road,  Near Hau Tak Lane",608.0,256.5,513.0,240.6666667
Jardine^s Bazaar,608.0,256.5,513.0,240.6666667
"Happy Valley Racecourse, Morrison Hill Road",494.0,199.5,399.0,183.6666667
"Wong Chuk Hang Road,  outside Wong Chuk Hang San Wai",798.0,332.5,703.0,316.6666667
"Repulse Bay Beach,  Repulse Bay Road",950.0,389.5,855.0,373.6666667
127 Repulse Bay Road,722.0,294.5,627.0,278.6666667
"Chung Hom Kok Road,  Stanley Gap Road",114.0,57.0,114.0,57.0
"Chung Hom Kok Fire Station,  Chung Hom Kok Road",950.0,389.5,855.0,373.6666667
"Cape Drive,  Cape Road",722.0,294.5,627.0,278.6666667
"Cape Road,  opposite Koon Ma House",608.0,256.5,513.0,240.6666667
"Cape Road,  opposite Leung Ma House",608.0,256.5,513.0,240.6666667
"Stanley Mound Pumping Station,  Stanley Gap Road",114.0,57.0,114.0,57.0
"Cape Road,  opposite Chun Ma House",608.0,256.5,513.0,240.6666667
"Carmel Road,  Outside Stanley Plaza",608.0,256.5,513.0,240.6666667
"Stanford Villa,  Stanley Village Road",114.0,57.0,114.0,57.0
"Stanley Village Road,  outside Stanley Village Bus Terminus",608.0,256.5,513.0,240.6666667
Stanley Police Station,836.0,351.5,741.0,335.6666667
"St. Stephen^s College,  Tung Tau Wan Road",836.0,351.5,741.0,335.6666667
"Stanley Prison,  Tung Tau Wan Road",836.0,351.5,741.0,335.6666667
"Old Stanley Police Station,  Stanley Village Road",836.0,351.5,741.0,335.6666667
Stanley Beach Road,228.0,114.0,228.0,114.0
Siu Hang Tsuen,163.69230769,125.69230769,163.69230769,125.69230769
"Hing Kwai Street,  Opposite Block 8,  Po Tin Interim Housing",87.69230769,87.69230769,87.69230769,87.69230769
"Tsun Wen Road,  Outside Tai Hing Divisional Police Station",809.69230769,328.35897439,809.69230769,328.35897439
"Tsun Wen Road,  Opposite Tai Sang House,  Kin Sang Estate",87.69230769,87.69230769,87.69230769,87.69230769
"Tsun Wen Road,  Outside Yan Oi Tong Swimming Pool",87.69230769,87.69230769,87.69230769,87.69230769
"Tsun Wen Road,  outside Tai Hing Government Offices",992.38461538,480.35897439,992.38461538,480.35897439
"Tsun Wen Road,  Outside KMB Bus Depot",87.69230769,87.69230769,87.69230769,87.69230769
"Tsun Wen Road,  Outside Tuen Mun District Headquarters & Division Police Station",935.38461538,442.35897439,935.38461538,442.35897439
Tuen Mun Station Public Transport Interchange,2074.4102564,1357.9084249799998,2074.4102564,1357.9084249799998
"Tuen Mun Heung Sze Wui Road,  outside Ming Wai Building",372.69230769,125.69230769,372.69230769,125.69230769
"Tuen Shun Street,  outside Block 4 of Tuen Mun Town Plaza",738.07692307,402.54945059,726.38461538,402.54945059
"Tuen Mun Heung Sze Wui Road,  outside SKH St. Simon^s Lui Ming Choi Secondary School",650.38461538,364.54945059,650.38461538,364.54945059
"Shek Pai Tau Road,  Outside Ma Ko Pan Memorial College",365.38461538,326.54945059,365.38461538,326.54945059
"Tsun Wen Road,  Outside Hing Wai House of Tai Hing Estate",175.38461538,163.69230769,175.38461538,163.69230769
"Tsun Wen Road,  Outside Tuen Mun Catholic Secondary School",87.69230769,87.69230769,87.69230769,87.69230769
"Tsun Wen Road,  Outside Blossom Garden Block 2",87.69230769,87.69230769,87.69230769,87.69230769
Tsing Yi Ferry Pier Public Light Bus Terminus,390.8571429,190.0,390.8571429,190.0
"Fung Shue Wo Road,  Opposite Tsing Yi Garden",162.8571429,114.0,162.8571429,114.0
"Fung Shue Wo Road,  Opposite Tsuen Wan Trade Association Primary School",162.8571429,114.0,162.8571429,114.0
"Fung Shue Wo Road,  Opposite Yee Yat House,  Tsing Yi Estate",162.8571429,114.0,162.8571429,114.0
Cheung On Public Transport Terminus,325.7142858,228.0,325.7142858,228.0
"Ma Tau Pa Road,  Outside Tsuen Wan Sports Ground",162.8571429,114.0,162.8571429,114.0
"Luen Yan Street,  Outside Block 3,  Bo Shek Mansion",799.3571429,437.29230769000003,571.3571429,463.6
"Kwan Mun Hau Street,  Outside Yan Chai Hospital The Hong Kong Jockey Club Polyclinic",162.8571429,114.0,162.8571429,114.0
No.454 Castle Peak Road,846.8571429,380.0,780.3571429,402.80000000000007
"Wo Yi Hop Road,  Near Tai Chuen Ping Street",2271.8571429,1070.33333333,2032.4571428999998,1074.13333333
Kwai Chung Fa Yuen,162.8571429,114.0,162.8571429,114.0
North Kwai Chung Clinic,732.8571429,323.0,732.8571429,345.8
"Shek Yam Road,  Opposite Kam Luk Building",162.8571429,114.0,162.8571429,114.0
No.123 Wo Yi Hop Road,979.8571429,494.0,837.3571429,494.0
"Wo Yi Hop Road,  Outside Riley House",856.3571429,443.33333333,789.8571429,443.33333333
"Wo Yi Hop Road,  Outside Grand Industrial Building",2148.3571429,969.0,1939.3571428999999,991.8000000000001
